STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,LENGTH_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,COST_OF_WORKS_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,LENGTH_OF_ROAD_WORK_COMPLETED,NO_OF_BRIDGES_COMPLETED,EXPENDITURE_OCCURED,NO_OF_ROAD_WORKS_ BALANCE,LENGTH_OF_ROAD_WORK_BALANCE,NO_OF_BRIDGES_BALANCE
Nagaland,Kohima,PMGSY-I,25,265.36,3,91.0811,24,258.86,3,92.6676,1,6.5,0
Nagaland,Kohima,PMGSY-II,2,38.5,0,33.7997,1,38.5,0,30.9602,1,0,0
Nagaland,Kohima,PMGSY-III,5,73.59,0,59.3823,0,0,0,0,5,73.59,0
Nagaland,Longleng,PMGSY-I,15,192.5,2,43.2802,15,192.5,2,42.3356,0,0,0
Nagaland,Longleng,PMGSY-II,1,11.4,0,11.0391,1,11.4,0,10.9123,0,0,0
Nagaland,Longleng,PMGSY-III,1,13,0,11.0937,0,0,0,0,1,13,0
Nagaland,Mokokchung,PMGSY-I,26,292.5,0,38.6968,25,292.5,0,37.3705,1,0,0
Nagaland,Mokokchung,PMGSY-II,1,15,0,15.8051,1,15,0,15.8173,0,0,0
Nagaland,Mokokchung,PMGSY-III,3,36.07,0,30.2848,0,0,0,0,3,36.07,0
Nagaland,Mon,PMGSY-I,36,313.72,0,57.8332,35,306.22,0,51.7305,1,7.5,0
Nagaland,Mon,PMGSY-II,1,21,2,26.1345,1,21,2,25.8255,0,0,0
Nagaland,Mon,PMGSY-III,6,82.82,0,79.2294,0,0,0,0,6,82.82,0
Nagaland,Peren,PMGSY-I,29,375.64,5,120.3107,24,362.14,5,110.5677,5,13.5,0
Nagaland,Peren,PMGSY-II,1,17,1,19.1551,1,17,1,17.6128,0,0,0
Nagaland,Peren,PMGSY-III,1,21,0,16.133,0,0,0,0,1,21,0
Nagaland,Phek,PMGSY-I,32,438.9,3,135.0624,31,438.9,3,136.5408,1,0,0
Nagaland,Phek,PMGSY-II,1,17,1,19.0824,0,6,1,14.5213,1,11,0
Nagaland,Phek,PMGSY-III,3,25.27,0,22.13,0,0,0,0,3,25.27,0
Nagaland,Tuensang,PMGSY-I,45,584.98,10,176.1181,44,582.48,10,166.4653,1,2.5,0
Nagaland,Tuensang,PMGSY-II,2,42,1,43.1822,1,42,1,32.3966,1,0,0
Nagaland,Tuensang,PMGSY-III,6,67.52,0,59.687,0,0,0,0,6,67.52,0
Nagaland,Wokha,PMGSY-I,31,340.96,8,126.839,29,333.96,8,122.4228,2,7,0
Nagaland,Wokha,PMGSY-II,1,18,0,15.4289,0,18,0,14.6825,1,0,0
Nagaland,Wokha,PMGSY-III,4,65.62,0,68.9006,0,0,0,0,4,65.62,0
Nagaland,Zunheboto,PMGSY-I,41,443.64,5,118.7847,41,444,5,118.6371,0,0,0
Nagaland,Zunheboto,PMGSY-II,1,18,0,16.6787,1,18,0,16.6788,0,0,0
Nagaland,Zunheboto,PMGSY-III,6,84.24,0,87.843,0,0,0,0,6,84.24,0
Odisha,Angul,PMGSY-I,310,1411.008,16,600.14673,310,1340.386,16,564.0837,0,0,0
Odisha,Angul,PMGSY-II,13,92.675,0,41.2075,13,91.715,0,36.8161,0,0,0
Odisha,Angul,PMGSY-III,31,236.845,2,154.8914,28,225.22,1,132.2803,3,5,1
Odisha,Balangir,PMGSY-I,923,2874.222,28,1080.0627,923,2748.716,28,980.823,0,0,0
Odisha,Balangir,PMGSY-II,20,168.095,4,63.79086,20,164.485,4,53.508,0,0,0
Odisha,Balangir,PMGSY-III,56,391.311,22,267.13396,23,250.502,9,180.4785,33,135.631,13
Odisha,Balasore,PMGSY-I,702,2505.605,13,1122.8988,702,2350.677,13,1175.1676,0,0,0
Odisha,Balasore,PMGSY-II,28,140.4,0,68.72102,28,140.861,0,63.7939,0,0,0
Odisha,Balasore,PMGSY-III,51,372.201,3,265.25514,21,233.937,0,153.517,30,140.417,3
Odisha,Bargarh,PMGSY-I,593,2056.541,4,714.37148,593,1945.182,4,693.789,0,0,0
Odisha,Bargarh,PMGSY-II,23,143.675,0,56.40737,23,140.469,0,48.4113,0,0,0
Odisha,Bargarh,PMGSY-III,49,366.35,10,246.97481,39,323.434,6,205.9002,10,35.808,4
Odisha,Bhadrak,PMGSY-I,455,1670.84,5,731.4234,455,1514.227,5,743.5553,0,0,0
Odisha,Bhadrak,PMGSY-II,15,83.97,0,38.5552,15,83.154,0,36.208,0,0,0
Odisha,Bhadrak,PMGSY-III,34,198.23,1,115.9142,20,166.381,0,77.2569,14,33.042,1
Odisha,Boudh,PMGSY-I,167,593.565,7,202.2419,167,552.904,7,186.9243,0,0,0
Odisha,Boudh,PMGSY-II,6,35.901,0,14.6532,6,35.71,0,13.4258,0,0,0
Odisha,Boudh,PMGSY-III,11,82.54,2,57.07282,11,81.076,2,55.163,0,0,0
Odisha,Cuttack,PMGSY-I,476,1943.923,11,893.19247,476,1899.696,11,901.7172,0,0,0
Odisha,Cuttack,PMGSY-II,38,176.735,0,82.10892,38,177.179,0,97.7941,0,0,0
Odisha,Cuttack,PMGSY-III,69,418.366,5,250.8376,8,221.278,0,112.8225,61,195.886,5
Odisha,Deogarh,PMGSY-I,151,727.214,6,307.7535,151,714.068,6,279.3592,0,0,0
Odisha,Deogarh,PMGSY-II,4,35.9,0,15.437,4,36.726,0,14.8763,0,0,0
Odisha,Deogarh,PMGSY-III,14,90.01,3,62.88467,14,89.887,1,52.797,0,0,2
Odisha,Deogarh,PM-JANMAN,4,24.67,0,,0,0,0,0,4,24.67,0
Odisha,Dhenkanal,PMGSY-I,400,1202.851,9,457.51093,400,1153.66,9,436.0007,0,0,0
Odisha,Dhenkanal,PMGSY-II,15,93.4,1,41.04391,15,91.985,1,38.4755,0,0,0
Odisha,Dhenkanal,PMGSY-III,35,286.46,0,181.3097,31,265.246,0,154.5953,4,11.57,0
Odisha,Gajapati,PMGSY-I,397,1718.05,4,755.39607,396,1663.909,4,877.4953,1,2.5,0
Odisha,Gajapati,PMGSY-II,12,83.01,0,42.8421,12,83.609,0,38.3411,0,0,0
Odisha,Gajapati,PMGSY-III,36,198,0,124.7562,36,196.758,0,118.2245,0,0,0
Odisha,Gajapati,PM-JANMAN,9,38.05,1,,0,0,0,0,9,38.05,1
Odisha,Ganjam,PMGSY-I,738,2713.993,15,1167.33081,736,2609.111,15,1184.5335,2,5.316,0
Odisha,Ganjam,PMGSY-II,43,288.931,2,123.91889,43,287.349,2,113.585,0,0,0
Odisha,Ganjam,PMGSY-III,110,631.133,16,441.95485,56,439.208,1,265.7624,54,186.898,15
Odisha,Ganjam,PM-JANMAN,6,23.23,1,,0,0,0,0,6,23.23,1
Odisha,Jagatsinghpur,PMGSY-I,268,1047.628,0,452.3774,268,1030.216,0,437.243,0,0,0
Odisha,Jagatsinghpur,PMGSY-II,10,71.56,0,35.974,10,71.53,0,28.2318,0,0,0
Odisha,Jagatsinghpur,PMGSY-III,40,238.588,0,131.20089,7,160.214,0,69.5349,33,78.682,0
Odisha,Jajpur,PMGSY-I,448,1564.9,18,729.37584,448,1499.873,18,714.5081,0,0,0
Odisha,Jajpur,PMGSY-II,34,112.007,0,49.8446,34,109.56,0,43.5532,0,0,0
Odisha,Jajpur,PMGSY-III,45,295.967,0,197.96155,20,224.678,0,137.4549,25,70.276,0
Odisha,Jharsuguda,PMGSY-I,136,399.273,3,127.4554,136,392.113,3,119.349,0,0,0
Odisha,Jharsuguda,PMGSY-II,5,48.757,0,20.2333,5,47.457,0,17.1657,0,0,0
Odisha,Jharsuguda,PMGSY-III,30,147.359,6,91.1303,29,142.519,4,76.0832,1,2.55,2
Odisha,Kalahandi,PMGSY-I,747,3325.484,58,1409.96473,747,3150.211,58,1412.9424,0,0,0
Odisha,Kalahandi,PMGSY-II,33,152.462,8,106.4189,33,149.833,8,92.3227,0,0,0
Odisha,Kalahandi,PMGSY-III,44,367.59,13,255.952,15,260.004,0,164.2972,29,105.837,13
Odisha,Kandhamal,PMGSY-I,395,1735.042,30,710.59794,395,1659.08,30,737.4478,0,0,0
Odisha,Kandhamal,PMGSY-II,27,144.974,0,58.3083,27,142.047,0,49.0686,0,0,0
Odisha,Kandhamal,RCPLWEA,2,26.47,0,21.5269,0,0,0,4.1326,2,26.47,0
Odisha,Kandhamal,PMGSY-III,53,355.132,3,205.6077,46,311.612,3,173.5303,7,35.2,0
Odisha,Kandhamal,PM-JANMAN,4,9.2,0,,0,0,0,0,4,9.2,0
Odisha,Kendrapara,PMGSY-I,397,1550.057,5,762.6803,397,1514.899,5,789.2279,0,0,0
Odisha,Kendrapara,PMGSY-II,26,107.3,0,52.7669,26,106.189,0,52.4654,0,0,0
Odisha,Kendrapara,PMGSY-III,40,255.151,0,150.9246,25,213.56,0,110.3998,15,37.427,0
Odisha,Keonjhar,PMGSY-I,780,3149.791,22,1258.3727,780,3065.982,21,1283.4031,0,0,1
Odisha,Keonjhar,PMGSY-II,27,152.16,2,66.5337,27,153.395,2,64.2132,0,0,0
Odisha,Keonjhar,PMGSY-III,53,372.085,4,234.1436,41,344.825,1,206.3919,12,17.655,3
Odisha,Khurda,PMGSY-I,336,1104.998,6,485.3769,336,1070.264,6,464.2489,0,0,0
Odisha,Khurda,PMGSY-II,18,117.3,0,55.0978,18,120.067,0,63.9729,0,0,0
Odisha,Khurda,PMGSY-III,48,272.285,2,174.18535,43,257.184,1,145.5394,5,9.502,1
Odisha,Koraput,PMGSY-I,904,3787.363,40,1917.56035,901,3635.624,40,1958.7743,3,2.707,0
Odisha,Koraput,PMGSY-II,25,150.14,0,58.85111,25,149.548,0,52.7984,0,0,0
Odisha,Koraput,RCPLWEA,19,146.768,2,140.64949,18,140.469,0,121.3137,1,5.087,2
Odisha,Koraput,PMGSY-III,66,449.21,2,264.73846,61,435.571,2,227.7838,5,10.04,0
Odisha,Malkangiri,PMGSY-I,461,2109.2,40,872.40848,459,2067.074,37,1043.0863,2,8.01,3
Odisha,Malkangiri,PMGSY-II,12,83.4,0,36.9716,12,83.045,0,30.555,0,0,0
Odisha,Malkangiri,RCPLWEA,30,353.815,0,314.24901,26,320.453,0,276.5325,4,29.5,0
Odisha,Malkangiri,PMGSY-III,37,247.285,4,156.37492,20,193.08,1,104.3769,17,52.425,3
Odisha,Malkangiri,PM-JANMAN,1,9.5,0,,0,0,0,0,1,9.5,0
Odisha,Mayurbhanj,PMGSY-I,1263,4546.134,32,1828.07024,1263,4349.94,32,1866.873,0,0,0
Odisha,Mayurbhanj,PMGSY-II,76,310.147,3,146.92307,76,307.533,3,157.6336,0,0,0
Odisha,Mayurbhanj,PMGSY-III,117,780.786,14,515.18333,98,765.718,10,423.1534,19,5.786,4
Odisha,Nawarangpur,PMGSY-I,600,2492.194,8,866.7966,600,2429.296,8,852.3055,0,0,0
Odisha,Nawarangpur,PMGSY-II,15,119.74,2,68.7833,15,121.258,2,66.4907,0,0,0
Odisha,Nawarangpur,PMGSY-III,46,301.296,5,217.7506,10,209.332,0,118.6762,36,91.437,5
Odisha,Nayagarh,PMGSY-I,351,1251.285,11,627.21815,350,1202.438,11,602.5346,1,2.9,0
Odisha,Nayagarh,PMGSY-II,15,94.85,0,42.3755,15,93.339,0,36.5765,0,0,0
Odisha,Nayagarh,PMGSY-III,41,253.776,4,163.30212,18,152.315,0,94.6201,23,98.998,4
Odisha,Nuapara,PMGSY-I,307,1391.95,6,527.444,306,1366.908,6,490.2985,1,3.01,0
Odisha,Nuapara,PMGSY-II,8,59.371,0,19.6178,8,59.292,0,16.837,0,0,0
Odisha,Nuapara,PMGSY-III,21,168.43,1,100.93398,10,137.181,0,73.3224,11,30.552,1
Odisha,Puri,PMGSY-I,634,2028.235,8,1028.8145,634,1963.892,8,1028.235,0,0,0
Odisha,Puri,PMGSY-II,24,126.72,0,54.52572,24,124.129,0,46.4256,0,0,0
Odisha,Puri,PMGSY-III,40,293.841,1,174.94112,20,249.721,0,135.2073,20,42.224,1
Odisha,Rayagada,PMGSY-I,602,3094.46,21,1241.08408,602,2942.946,21,1280.1645,0,0,0
Odisha,Rayagada,PMGSY-II,14,146.69,2,67.22425,14,149.158,2,57.5111,0,0,0
Odisha,Rayagada,RCPLWEA,1,1.8,0,1.29913,1,1.8,0,1.1526,0,0,0
Odisha,Rayagada,PMGSY-III,47,359.817,5,257.217,36,334.192,3,203.4271,11,26.602,2
Odisha,Rayagada,PM-JANMAN,14,41.02,0,,0,0,0,0,14,41.02,0
Odisha,Sambalpur,PMGSY-I,544,1940.8,23,781.03568,544,1878.653,23,737.9143,0,0,0
Odisha,Sambalpur,PMGSY-II,9,85.98,1,41.51148,9,85.892,1,41.1928,0,0,0
Odisha,Sambalpur,PMGSY-III,35,234.127,10,193.9159,30,213.726,0,127.8277,5,13.895,10
Odisha,Sonepur,PMGSY-I,335,1270.425,9,444.0708,335,1189.798,9,406.4351,0,0,0
Odisha,Sonepur,PMGSY-II,19,73.086,1,36.7171,19,71.652,1,33.5135,0,0,0
Odisha,Sonepur,PMGSY-III,30,191.854,3,144.2091,29,183.504,1,130.0416,1,1.796,2
Odisha,Sundargarh,PMGSY-I,988,3754.383,65,1726.76572,988,3645.268,65,1754.0242,0,0,0
Odisha,Sundargarh,PMGSY-II,22,173.05,4,90.8182,22,172.623,4,79.3507,0,0,0
Odisha,Sundargarh,PMGSY-III,72,495.054,7,308.58704,69,468.149,5,259.7674,3,13.843,2
Odisha,Sundargarh,PM-JANMAN,2,2.2,0,,0,0,0,0,2,2.2,0
Puducherry,Karaikal,PMGSY-II,16,27.83,0,10.8717,10,14.331,0,9.1361,6,12.66,0
Puducherry,Puducherry,PMGSY-II,29,78.295,0,38.76828,20,48.027,0,29.8581,9,29.396,0
Punjab,Amritsar,PMGSY-I,73,396.395,0,172.0362,73,395.96,0,158.7712,0,0,0
Punjab,Amritsar,PMGSY-II,12,126.07,0,79.9336,12,126.07,0,64.0289,0,0,0
Punjab,Amritsar,PMGSY-III,31,286.661,2,253.71377,10,104.82,0,75.806,21,181.841,2
Punjab,Barnala,PMGSY-I,19,191.51,0,89.8188,19,191.51,0,85.5467,0,0,0
Punjab,Barnala,PMGSY-II,3,40.45,1,28.6027,3,40.45,1,22.5468,0,0,0
Punjab,Barnala,PMGSY-III,9,115.59,1,101.43958,8,99.104,0,61.2088,1,16.17,1
Punjab,Bathinda,PMGSY-I,27,194.34,0,65.6494,27,194.34,0,56.5387,0,0,0
Punjab,Bathinda,PMGSY-II,6,78.7,2,49.7356,6,77.75,2,37.1869,0,0,0
Punjab,Bathinda,PMGSY-III,17,155.735,1,117.75286,5,57.415,0,36.75,12,98.32,1
Punjab,Faridkot,PMGSY-I,23,190.581,0,80.2681,23,190.575,0,72.9015,0,0,0
Punjab,Faridkot,PMGSY-II,8,71.88,0,43.2546,8,70.48,0,42.0938,0,0,0
Punjab,Faridkot,PMGSY-III,13,122.635,0,103.76198,6,68.68,0,50.487,7,53.96,0
Punjab,Fatehgarh Sahib,PMGSY-I,21,197.24,0,75.87,21,197.24,0,72.714,0,0,0
Punjab,Fatehgarh Sahib,PMGSY-II,5,51.01,0,34.3095,5,51.01,0,23.6177,0,0,0
Punjab,Fatehgarh Sahib,PMGSY-III,3,31.239,0,19.98768,2,30.399,0,18.1591,1,0.84,0
Punjab,Fazilka,PMGSY-I,54,355.07,0,133.6194,54,355.065,0,125.5614,0,0,0
Punjab,Fazilka,PMGSY-II,10,96.7,1,66.24525,10,96.6,1,62.361,0,0,0
Punjab,Fazilka,PMGSY-III,13,138.86,1,117.763,6,97.36,1,69.6542,7,40.13,0
Punjab,Firozpur,PMGSY-I,45,372.25,0,150.1196,45,372.25,0,141.0121,0,0,0
Punjab,Firozpur,PMGSY-II,9,86.16,1,56.7187,9,85.89,1,49.0907,0,0,0
Punjab,Firozpur,PMGSY-III,6,62.94,0,62.01797,3,28.93,0,27.3398,3,34.01,0
Punjab,Gurdaspur,PMGSY-I,122,416.23,0,126.356,122,406.8,0,107.6597,0,0,0
Punjab,Gurdaspur,PMGSY-II,2,16.18,0,11.3656,2,16.18,0,8.1924,0,0,0
Punjab,Gurdaspur,PMGSY-III,31,260.325,2,225.6335,6,41.04,0,38.1934,25,216.545,2
Punjab,Hoshiarpur,PMGSY-I,50,517.305,0,192.6273,50,516.616,0,170.6915,0,0,0
Punjab,Hoshiarpur,PMGSY-II,2,25.6,0,18.2157,2,25.6,0,13.5352,0,0,0
Punjab,Hoshiarpur,PMGSY-III,21,286.665,0,230.9857,5,96.97,0,80.8276,16,189.695,0
Punjab,Jalandhar,PMGSY-I,56,340.12,0,121.8067,56,340.12,0,105.1702,0,0,0
Punjab,Jalandhar,PMGSY-II,2,20.15,0,13.9106,2,20.15,0,11.7305,0,0,0
Punjab,Jalandhar,PMGSY-III,17,184.92,0,141.42172,7,78.92,0,38.0483,10,106,0
Punjab,Kapurthala,PMGSY-I,43,246.385,0,85.3898,43,246.385,0,66.1599,0,0,0
Punjab,Kapurthala,PMGSY-II,1,13.69,0,7.46961,1,13.69,0,6.2182,0,0,0
Punjab,Kapurthala,PMGSY-III,10,83.46,0,56.04457,4,31.51,0,13.1812,6,51.95,0
Punjab,Ludhiana,PMGSY-I,66,531.994,0,251.5569,66,531.995,0,241.9727,0,0,0
Punjab,Ludhiana,PMGSY-II,12,132.74,0,83.1042,12,132.56,0,83.1156,0,0,0
Punjab,Ludhiana,PMGSY-III,29,346.892,3,293.76819,23,279.145,0,229.1824,6,67.65,3
Punjab,Mansa,PMGSY-I,49,351.07,0,149.1889,49,349.727,0,148.1373,0,0,0
Punjab,Mansa,PMGSY-II,14,173.4,0,109.1393,14,173.3,0,100.1623,0,0,0
Punjab,Mansa,PMGSY-III,6,47.35,1,38.4315,6,47.35,0,33.4517,0,0,1
Punjab,Moga,PMGSY-I,27,294.62,0,116.9546,27,294.62,0,108.2488,0,0,0
Punjab,Moga,PMGSY-II,10,110.76,1,68.2654,10,110.4,1,65.1958,0,0,0
Punjab,Moga,PMGSY-III,20,212.37,2,166.57643,11,134.115,0,87.3338,9,76.83,2
Punjab,Mohali,PMGSY-I,8,63.47,0,28.1931,8,62.97,0,25.1317,0,0,0
Punjab,Mohali,PMGSY-III,4,31.94,0,25.61566,3,24.104,0,14.4212,1,7.8,0
Punjab,Mukatsar,PMGSY-I,93,485.107,0,198.9607,93,482.632,0,177.2442,0,0,0
Punjab,Mukatsar,PMGSY-II,10,114.86,0,75.1052,10,111.28,0,61.9397,0,0,0
Punjab,Mukatsar,PMGSY-III,17,207.36,1,174.54428,13,152.59,0,111.8679,4,54.77,1
Punjab,Nawashahar,PMGSY-I,33,170.53,0,56.5777,33,170.53,0,53.6546,0,0,0
Punjab,Nawashahar,PMGSY-II,1,8.38,0,6.1408,1,5.7,0,2.8514,0,0,0
Punjab,Nawashahar,PMGSY-III,6,40.495,1,39.94263,2,9.69,0,6.3748,4,30.805,1
Punjab,Pathankot,PMGSY-I,25,109.035,0,50.9354,25,108.63,0,52.1967,0,0,0
Punjab,Pathankot,PMGSY-III,6,51.55,1,58.01704,2,13.411,0,11.989,4,38.139,1
Punjab,Patiala,PMGSY-I,53,368.76,0,179.9957,53,368.51,0,162.2487,0,0,0
Punjab,Patiala,PMGSY-II,3,27.1,0,20.2699,3,27.1,0,19.7549,0,0,0
Punjab,Patiala,PMGSY-III,17,121.712,7,119.44707,10,82.92,1,73.7984,7,38.28,6
Punjab,Ropar,PMGSY-I,39,200.02,0,74.2851,39,192.02,0,73.5183,0,0,0
Punjab,Sangrur,PMGSY-I,52,499.49,0,217.7255,52,498.75,0,200.7852,0,0,0
Punjab,Sangrur,PMGSY-II,8,105.43,1,66.852,8,102.925,1,47.5532,0,0,0
Punjab,Sangrur,PMGSY-III,35,341.649,7,320.89129,17,184.125,2,153.4389,18,156.674,5
Punjab,Tarn Taran,PMGSY-I,72,445.69,0,174.2062,72,445.19,0,162.7579,0,0,0
Punjab,Tarn Taran,PMGSY-II,5,43.56,0,26.7321,5,43.66,0,21.0233,0,0,0
Punjab,Tarn Taran,PMGSY-III,24,207.29,2,156.28408,4,79.716,0,38.7237,20,126.25,2
Rajasthan,Ajmer,PMGSY-I,166,665.225,0,110.2774,166,628.63,0,93.698,0,0,0
Rajasthan,Ajmer,PMGSY-II,5,56,0,20.0549,5,56,0,13.6636,0,0,0
Rajasthan,Ajmer,PMGSY-III,10,116.07,0,69.13503,10,116.07,0,43.8199,0,0,0
Rajasthan,Alwar,PMGSY-I,306,911.76,0,194.1571,306,888.985,0,171.5221,0,0,0
Rajasthan,Alwar,PMGSY-II,10,76.44,0,29.7435,10,76.44,0,24.4709,0,0,0
Rajasthan,Alwar,PMGSY-III,24,197.842,0,112.27441,17,188.982,0,55.2192,7,6.026,0
Rajasthan,Anoopgarh,PMGSY-I,61,314.69,0,61.2892,61,314.69,0,54.5845,0,0,0
Rajasthan,Anoopgarh,PMGSY-II,4,36.75,0,13.5402,4,36.75,0,10.4664,0,0,0
Rajasthan,Anoopgarh,PMGSY-III,9,100.9,0,40.2191,3,68.3,0,17.8991,6,32.6,0
Rajasthan,Balotra,PMGSY-I,727,3508.245,0,591.3053,727,3440.297,0,517.4166,0,0,0
Rajasthan,Balotra,PMGSY-II,6,57.24,2,22.06748,6,58.74,2,15.9068,0,0,0
Rajasthan,Balotra,PMGSY-III,17,211.55,0,93.56718,15,205.25,0,59.6956,2,1.8,0
Rajasthan,Banswara,PMGSY-I,1014,2680.21,0,658.8229,1014,2654.445,0,561.1997,0,0,0
Rajasthan,Banswara,PMGSY-II,14,112.125,1,48.7737,14,112.35,1,32.2192,0,0,0
Rajasthan,Banswara,PMGSY-III,23,172.34,2,113.42684,15,146.83,1,49.7835,8,21.1,1
Rajasthan,Baran,PMGSY-I,311,1243.166,12,301.2303,311,1171.87,12,302.0229,0,0,0
Rajasthan,Baran,PMGSY-II,11,99.745,0,45.27195,11,99.799,0,40.3299,0,0,0
Rajasthan,Baran,PMGSY-III,23,182.164,0,96.8485,18,139.162,0,60.2432,5,43,0
Rajasthan,Baran,PM-JANMAN,38,98.687,0,,0,0,0,0,38,98.687,0
Rajasthan,Barmer,PMGSY-I,750,3562.905,0,623.9636,750,3426.04,0,555.1708,0,0,0
Rajasthan,Barmer,PMGSY-II,5,54.4,0,14.5342,5,54.4,0,10.1807,0,0,0
Rajasthan,Barmer,PMGSY-III,21,227.905,3,131.38639,20,226.705,3,94.3579,1,0.3,0
Rajasthan,Beawar,PMGSY-I,174,607.68,0,104.0071,174,593.4,0,92.2855,0,0,0
Rajasthan,Beawar,PMGSY-II,5,55.1,0,20.3931,5,55.1,0,17.627,0,0,0
Rajasthan,Beawar,PMGSY-III,16,160.4,0,82.10855,13,153.7,0,43.6762,3,6.7,0
Rajasthan,Bharatpur,PMGSY-I,224,633.95,0,122.406,224,620.03,0,113.8762,0,0,0
Rajasthan,Bharatpur,PMGSY-II,7,69.2,0,39.93924,7,69.2,0,30.9691,0,0,0
Rajasthan,Bharatpur,PMGSY-III,14,112.122,0,75.16447,13,106.142,0,44.4132,1,5.8,0
Rajasthan,Bhilwara,PMGSY-I,330,1266.92,0,238.8901,330,1209.103,0,212.2705,0,0,0
Rajasthan,Bhilwara,PMGSY-II,9,77.55,0,22.2525,9,77.55,0,17.1029,0,0,0
Rajasthan,Bhilwara,PMGSY-III,17,137.633,0,80.63282,17,137.16,0,53.2851,0,0,0
Rajasthan,Bikaner,PMGSY-I,497,3068.25,0,519.5605,497,2935.64,0,446.0113,0,0,0
Rajasthan,Bikaner,PMGSY-II,9,84,0,23.6534,9,84,0,18.4886,0,0,0
Rajasthan,Bikaner,PMGSY-III,25,263.86,0,114.39179,18,227.95,0,65.9796,7,35.26,0
Rajasthan,Bundi,PMGSY-I,282,1006.3,1,256.4899,282,989.736,1,241.6649,0,0,0
Rajasthan,Bundi,PMGSY-II,12,69.3,0,31.77,12,69.3,0,24.6884,0,0,0
Rajasthan,Bundi,PMGSY-III,23,177.383,5,130.0819,19,152.57,0,72.2458,4,19.6,5
Rajasthan,Chittaurgarh,PMGSY-I,299,1303.87,0,249.648,299,1273.47,0,224.7355,0,0,0
Rajasthan,Chittaurgarh,PMGSY-II,26,153.08,0,60.8213,26,153.08,0,39.8578,0,0,0
Rajasthan,Chittaurgarh,PMGSY-III,33,252.253,2,153.33484,26,228.022,1,92.6142,7,20.98,1
Rajasthan,Churu,PMGSY-I,295,1715.86,0,275.6133,295,1589.755,0,260.5425,0,0,0
Rajasthan,Churu,PMGSY-II,6,78.425,0,24.593,6,78.425,0,18.37,0,0,0
Rajasthan,Churu,PMGSY-III,23,222.74,0,128.83,19,200.63,0,84.7866,4,24.04,0
Rajasthan,Dausa,PMGSY-I,425,1277.855,0,274.8729,425,1247.286,0,233.8484,0,0,0
Rajasthan,Dausa,PMGSY-II,8,62.8,0,24.4409,8,62.8,0,17.53,0,0,0
Rajasthan,Dausa,PMGSY-III,28,235.75,0,121.2039,23,218.592,0,69.3439,5,16.025,0
Rajasthan,Deeg,PMGSY-I,166,571.39,0,109.0053,166,553.75,0,103.8543,0,0,0
Rajasthan,Deeg,PMGSY-II,4,47.8,0,23.90075,4,47.8,0,19.3575,0,0,0
Rajasthan,Deeg,PMGSY-III,13,100.57,0,74.12449,9,97.07,0,54.1415,4,2.8,0
Rajasthan,Dholpur,PMGSY-I,253,854.78,0,141.0214,253,767.14,0,148.4429,0,0,0
Rajasthan,Dholpur,PMGSY-II,5,42.8,0,17.2821,5,42.8,0,15.923,0,0,0
Rajasthan,Dholpur,PMGSY-III,25,241.186,0,119.52563,25,240.89,0,94.2797,0,0,0
Rajasthan,Didwana Kuchaman,PMGSY-I,408,1425.96,0,246.0818,408,1350.96,0,212.9428,0,0,0
Rajasthan,Didwana Kuchaman,PMGSY-II,10,106,0,46.3672,10,106,0,31.6625,0,0,0
Rajasthan,Didwana Kuchaman,PMGSY-III,15,141.75,0,90.3914,0,0,0,0,15,141.75,0
Rajasthan,Dudu,PMGSY-I,123,529.015,0,118.47,123,528.608,0,106.1774,0,0,0
Rajasthan,Dudu,PMGSY-II,2,13.3,0,4.8628,2,13.3,0,3.4694,0,0,0
Rajasthan,Dudu,PMGSY-III,6,64.8,0,38.1352,5,63.4,0,21.6806,1,1.2,0
Rajasthan,Dungarpur,PMGSY-I,1001,2820.22,0,766.6567,1001,2691.941,0,661.5755,0,0,0
Rajasthan,Dungarpur,PMGSY-II,9,73,0,47.6744,9,73,0,29.4152,0,0,0
Rajasthan,Dungarpur,PMGSY-III,25,267.22,2,177.40371,22,247.92,0,97.3653,3,19.3,2
Rajasthan,Gangapurcity,PMGSY-I,188,687.88,3,145.3342,188,648.165,3,133.4189,0,0,0
Rajasthan,Gangapurcity,PMGSY-II,9,58.2,1,19.9735,9,58,1,16.0457,0,0,0
Rajasthan,Gangapurcity,PMGSY-III,17,109.84,0,57.41854,16,102.751,0,40.2555,1,4.4,0
Rajasthan,Hanumangarh,PMGSY-I,134,903.16,0,196.4427,134,867.987,0,167.7036,0,0,0
Rajasthan,Hanumangarh,PMGSY-II,9,102.6,0,35.54673,9,102.6,0,29.7621,0,0,0
Rajasthan,Hanumangarh,PMGSY-III,22,217.64,0,103.43357,19,206.385,0,64.6747,3,7.91,0
Rajasthan,Jaipur Gramin,PMGSY-I,544,1808.728,0,385.5694,544,1749.15,0,343.8982,0,0,0
Rajasthan,Jaipur Gramin,PMGSY-II,16,140.117,0,65.8536,16,140.122,0,49.8935,0,0,0
Rajasthan,Jaipur Gramin,PMGSY-III,36,376.97,0,213.1205,32,352.063,0,146.3036,4,16.35,0
